아이디,국가별,성별,연령별,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1,문3-1. 고려한 관광활동_1,문3-2. 고려한 관광인프라_1,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,숙박시설_그룹,여행동반자_그룹,방문 지역 수,주요 체재 지역,식비_비율,국내 교통비_비율,체험/활동비_비율,뷰티/의료비_비율,여행 서비스비_비율,숙박비_비율,쇼핑비_비율,기타 비용_비율
4094,5,2,2,3,3,10.0,4,2,3.0,호텔,혼자형,1,서울,0.321,0.0275229357798165,0.0,0.0,0.0,0.3669724770642199,0.2752293577981652,0.0091743119266055
4096,5,2,3,4,5,10.0,3,3,2.0,호텔,친구형,1,서울,0.26,0.0266666666666666,0.0,0.08,0.0,0.2333333333333333,0.3999999999999999,0.0
4098,5,1,3,4,5,2.0,3,3,2.0,호텔,친구형,1,서울,0.331,0.0,0.0,0.0,0.0,0.3314917127071823,0.3314917127071823,0.005524861878453
4099,8,2,2,3,2,5.0,6,2,3.0,게스트하우스/호스텔,직장형,2,서울,0.242,0.0314769975786924,0.0,0.0,0.0,0.4842615012106537,0.2421307506053268,0.0
4101,5,2,2,4,6,2.0,6,2,2.0,호텔,친구형,1,서울,0.253,0.0380228136882129,0.0,0.0,0.0,0.3168567807351077,0.3802281368821292,0.0114068441064638
4102,15,2,3,1,1,2.0,3,2,4.0,호텔,친구형,2,서울,0.227,0.1666666666666668,0.0,0.0,0.0,0.4545454545454541,0.1515151515151516,0.0
4103,17,2,2,1,1,6.0,5,2,3.0,호텔,가족형,2,서울,0.186,0.0232558139534883,0.0348837209302325,0.5813953488372093,0.0,0.1627906976744186,0.0,0.0116279069767441
4105,17,2,3,2,2,4.0,6,2,3.0,호텔,가족형,1,서울,0.158,0.0921052631578947,0.0789473684210526,0.0,0.0,0.2368421052631578,0.3947368421052631,0.0394736842105263
4108,16,2,2,2,6,5.0,2,3,3.0,호텔,혼자형,1,서울,0.327,0.0247524752475247,0.0297029702970296,0.0,0.0,0.4950495049504949,0.0990099009900989,0.0247524752475247
4109,12,2,4,1,1,7.0,7,4,3.0,호텔,가족형,1,서울,0.086,0.0344827586206896,0.0,0.7758620689655171,0.0,0.0517241379310344,0.0517241379310344,0.0
4111,11,2,3,1,1,4.0,3,2,3.0,호텔,단체형,2,서울,0.256,0.1704545454545454,0.0056818181818181,0.0,0.0,0.3977272727272727,0.1704545454545454,0.0
4117,12,1,3,1,7,4.0,5,2,3.0,호텔,가족형,2,서울,0.155,0.1279069767441859,0.0387596899224806,0.0,0.0,0.2713178294573647,0.3875968992248061,0.0193798449612403
4119,97,2,2,1,1,4.0,6,2,4.0,민박/펜션,혼자형,2,서울,0.377,0.1673640167364018,0.01255230125523,0.0,0.0,0.2510460251046026,0.1673640167364015,0.0251046025104602
4124,12,2,3,2,4,10.0,3,3,2.0,호텔,친구형,1,서울,0.336,0.042016806722689,0.0084033613445378,0.0,0.0,0.4201680672268907,0.1680672268907563,0.0252100840336134
4125,19,2,2,1,6,1.0,3,2,4.0,호텔,가족형,3,서울,0.292,0.1754385964912279,0.0,0.0292397660818713,0.0,0.3508771929824562,0.1461988304093564,0.0058479532163742
4132,18,1,2,1,6,2.0,4,3,3.0,호텔,친구형,1,서울,0.169,0.0112994350282486,0.0112994350282486,0.0,0.0,0.3389830508474575,0.4519774011299436,0.0169491525423728
4134,16,2,2,1,1,6.0,6,2,4.0,기타,친구형,3,서울,0.089,0.0892857142857145,0.0595238095238095,0.0,0.0,0.1547619047619047,0.595238095238095,0.0119047619047619
4135,2,2,2,1,6,2.0,4,2,1.0,호텔,친구형,1,서울,0.179,0.0178890876565295,0.0089445438282647,0.0,0.5098389982110916,0.0,0.2683363148479424,0.0161001788908766
4137,2,2,4,4,2,10.0,1,2,1.0,호텔,친구형,1,서울,0.216,0.0215827338129496,0.0,0.2877697841726618,0.0,0.1870503597122302,0.2877697841726618,0.0
4138,19,1,2,1,7,5.0,6,1,4.0,기타,친구형,1,서울,0.493,0.0,0.0493015612161051,0.0,0.0,0.3779786359901397,0.0410846343467543,0.0386195562859491
4142,2,1,2,1,4,10.0,5,2,2.0,호텔,친구형,1,서울,0.179,0.0297619047619048,0.0595238095238095,0.0,0.4345238095238093,0.0,0.2976190476190473,0.0
4143,2,2,5,3,4,7.0,3,2,2.0,호텔,가족형,1,서울,0.152,0.0173010380622837,0.0,0.2768166089965397,0.0,0.2076124567474048,0.3460207612456747,0.0
4145,13,1,2,1,3,10.0,4,4,3.0,호텔,직장형,3,강원,0.194,0.0972222222222222,0.0555555555555554,0.0,0.0,0.222222222222222,0.4166666666666671,0.0138888888888888
4147,13,2,5,1,7,4.0,4,2,2.0,호텔,가족형,1,서울,0.372,0.0573065902578795,0.0429799426934097,0.0,0.0,0.2865329512893979,0.2292263610315191,0.0114613180515759
4148,5,1,2,1,1,1.0,3,2,3.0,호텔,친구형,4,서울,0.357,0.0803571428571428,0.0803571428571428,0.0,0.0,0.2678571428571429,0.1785714285714286,0.0357142857142857
4149,7,1,2,1,1,2.0,4,2,2.0,호텔,직장형,1,서울,0.276,0.0,0.0,0.0,0.0344827586206896,0.2758620689655173,0.3448275862068966,0.0689655172413793
4150,7,1,2,1,1,2.0,1,3,2.0,호텔,직장형,1,서울,0.317,0.0396039603960396,0.0,0.0,0.2574257425742574,0.0,0.2772277227722772,0.1089108910891089
4151,7,2,2,1,1,2.0,1,4,2.0,호텔,직장형,1,서울,0.32,0.04,0.0,0.0,0.0,0.24,0.4,0.0
4152,2,2,2,2,6,2.0,5,2,1.0,호텔,친구형,1,서울,0.219,0.0175131348511383,0.0,0.0,0.5691768826619966,0.0,0.1751313485113835,0.0192644483362521
4153,2,2,3,1,7,4.0,4,2,2.0,호텔,가족형,1,서울,0.2,0.0319425034937113,0.039928129367139,0.0,0.0,0.4791375524056701,0.239568776202835,0.009782391694949
4154,5,2,5,4,2,2.0,5,4,1.0,민박/펜션,친구형,1,경기,0.007,0.0039473684210526,0.0,0.0,0.0,0.131578947368421,0.8552631578947367,0.0026315789473684
4155,2,1,6,4,8,9.0,4,4,1.0,호텔,혼자형,1,인천,0.006,0.0,0.8528784648187633,0.0,0.0,0.1407249466950959,0.0,0.0
4156,5,1,3,4,2,10.0,5,2,3.0,호텔,가족형,1,서울,0.25,0.025,0.0,0.0,0.0,0.3,0.3999999999999999,0.0249999999999999
4159,5,1,5,3,3,2.0,6,2,1.0,호텔,혼자형,1,서울,0.357,0.0178571428571428,0.0,0.0,0.0,0.357142857142857,0.2678571428571431,0.0
4160,7,2,2,1,1,1.0,3,3,2.0,호텔,직장형,1,서울,0.292,0.0,0.0,0.0,0.3958333333333333,0.0,0.2916666666666667,0.0208333333333333
4161,2,2,2,1,1,5.0,1,2,2.0,호텔,친구형,1,서울,0.486,0.0364520048602672,0.0850546780072903,0.0,0.0,0.1275820170109355,0.2430133657351161,0.0218712029161603
4162,16,2,2,1,1,2.0,3,1,4.0,호텔,친구형,1,서울,0.341,0.0340909090909091,0.0113636363636363,0.0,0.0,0.3409090909090914,0.2272727272727263,0.0454545454545454
4164,7,2,2,1,1,2.0,2,2,2.0,호텔,직장형,1,서울,0.304,0.0,0.0,0.0,0.3695652173913043,0.0,0.3043478260869565,0.0217391304347826
4165,10,2,3,1,1,2.0,2,2,2.0,호텔,혼자형,1,서울,0.142,0.0943396226415095,0.0094339622641509,0.0,0.0,0.5660377358490566,0.1886792452830189,0.0
4166,7,2,2,2,4,2.0,6,2,2.0,호텔,직장형,1,서울,0.304,0.0,0.0,0.0,0.3695652173913043,0.0,0.3043478260869565,0.0217391304347826
4170,2,2,5,4,5,2.0,4,2,1.0,호텔,가족형,1,서울,0.072,0.062780269058296,0.0,0.1345291479820629,0.4618834080717489,0.0,0.2690582959641252,0.0
4171,7,1,3,1,1,2.0,6,3,2.0,호텔,직장형,1,서울,0.231,0.0,0.0,0.0,0.3653846153846154,0.0,0.3846153846153846,0.0192307692307692
4172,2,2,2,1,4,5.0,4,2,1.0,호텔,친구형,1,서울,0.272,0.0544959128065395,0.1362397820163487,0.0,0.0,0.2179836512261579,0.2724795640326975,0.0463215258855586
4173,7,1,3,1,1,2.0,6,3,2.0,호텔,직장형,1,서울,0.214,0.0,0.0,0.0,0.3392857142857143,0.0,0.4285714285714285,0.0178571428571428
4177,7,2,3,1,1,2.0,5,2,3.0,모텔/여관,직장형,1,서울,0.28,0.0399999999999999,0.0,0.0,0.0,0.24,0.44,0.0
4178,15,1,2,1,1,4.0,5,2,4.0,호텔,가족형,3,서울,0.2,0.06,0.0,0.0,0.0,0.4999999999999999,0.24,0.0
4179,15,2,2,1,1,10.0,5,2,4.0,호텔,친구형,2,서울,0.121,0.1212121212121212,0.0606060606060606,0.2121212121212121,0.0,0.303030303030303,0.1515151515151515,0.0303030303030303
4181,10,1,2,1,1,3.0,6,2,3.0,호텔,가족형,3,서울,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.2857142857142857,0.0
4183,8,2,3,1,3,9.0,6,2,2.0,호텔,가족형,1,서울,0.062,0.0,0.0,0.0,0.7216494845360825,0.0,0.2061855670103092,0.0103092783505154
4184,8,1,2,1,1,10.0,6,2,4.0,호텔,가족형,2,서울,0.056,0.0,0.0,0.0,0.7944055944055943,0.0,0.1398601398601398,0.0097902097902097
4185,10,2,5,4,2,2.0,3,3,1.0,호텔,혼자형,1,서울,0.131,0.0196078431372549,0.0,0.0,0.0,0.196078431372549,0.6535947712418299,0.0
4190,8,2,4,4,2,2.0,4,2,3.0,호텔,단체형,3,서울,0.069,0.0,0.0,0.0,0.6896551724137931,0.0,0.2298850574712643,0.0114942528735632
4191,16,1,3,1,3,4.0,6,2,1.0,친척 또는 친구 집,혼자형,2,경기,0.364,0.3636363636363635,0.0,0.0,0.0,0.0,0.2727272727272727,0.0
4192,8,2,5,1,1,1.0,5,2,3.0,호텔,단체형,3,서울,0.046,0.0,0.0,0.0,0.6609195402298851,0.0,0.2873563218390804,0.0057471264367816
4193,10,2,4,2,2,2.0,6,2,3.0,호텔,가족형,2,서울,0.122,0.1219512195121951,0.097560975609756,0.0487804878048781,0.0,0.3658536585365851,0.2439024390243905,0.0
4194,10,2,5,3,2,2.0,6,2,2.0,게스트하우스/호스텔,가족형,1,서울,0.4,0.0307692307692308,0.0,0.0,0.0,0.4615384615384607,0.0923076923076923,0.0153846153846153
4196,13,2,3,2,2,10.0,5,2,3.0,호텔,가족형,3,서울,0.0,0.0,0.0,0.0,0.8852459016393442,0.0,0.1147540983606557,0.0
4198,10,1,4,1,1,1.0,6,4,3.0,호텔,가족형,4,서울,0.017,0.0,0.0,0.0,0.4833333333333334,0.0,0.4999999999999999,0.0
4199,8,2,3,1,1,5.0,6,2,3.0,호텔,가족형,3,서울,0.276,0.040650406504065,0.016260162601626,0.0,0.0,0.3252032520325203,0.3252032520325203,0.016260162601626
4202,15,1,6,1,5,4.0,6,4,2.0,호텔,가족형,1,서울,0.153,0.0306122448979591,0.0,0.0,0.0,0.7653061224489794,0.0510204081632652,0.0
4204,2,1,2,1,7,1.0,6,2,2.0,호텔,친구형,1,서울,0.192,0.0255591054313099,0.0,0.0,0.6389776357827474,0.0,0.1277955271565498,0.0159744408945686
4205,2,2,3,1,1,1.0,4,3,1.0,호텔,직장형,1,서울,0.151,0.0266193433895296,0.0062111801242235,0.0,0.0,0.3549245785270628,0.4436557231588288,0.017746228926353
4206,4,1,2,2,2,9.0,6,2,4.0,게스트하우스/호스텔,가족형,1,서울,0.342,0.0684931506849315,0.1712328767123287,0.1232876712328767,0.0,0.136986301369863,0.1301369863013698,0.0273972602739726
4207,4,2,3,1,1,10.0,5,3,2.0,호텔,친구형,2,서울,0.103,0.1550387596899221,0.0,0.0,0.2067183462532305,0.4134366925064601,0.1033591731266147,0.0180878552971576
4214,9,2,2,1,3,5.0,6,2,2.0,게스트하우스/호스텔,혼자형,2,서울,0.108,0.0769230769230769,0.1538461538461538,0.0,0.0,0.1846153846153846,0.4615384615384615,0.0153846153846153
4215,9,1,2,2,2,9.0,6,4,2.0,호텔,복합형(가족+친구),2,서울,0.022,0.0208423795049934,0.0,0.0,0.0,0.0868432479374728,0.8684324793747287,0.0021710811984368
4216,9,2,5,1,6,2.0,6,2,2.0,호텔,복합형(가족+친구),1,서울,0.143,0.0,0.0,0.0,0.4285714285714285,0.0,0.4285714285714285,0.0
4219,10,2,5,3,2,5.0,6,3,2.0,호텔,복합형(가족+친구),1,서울,0.506,0.1488095238095238,0.0,0.0,0.0,0.2083333333333336,0.119047619047619,0.0178571428571428
4220,16,1,5,1,7,5.0,6,4,2.0,호텔,혼자형,1,서울,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4222,2,2,2,1,1,10.0,4,2,1.0,호텔,친구형,1,서울,0.169,0.0225225225225226,0.0,0.3378378378378374,0.0,0.1126126126126127,0.3378378378378374,0.0202702702702702
4223,7,1,5,1,1,2.0,6,3,2.0,호텔,직장형,1,서울,0.231,0.0,0.0,0.0,0.3653846153846154,0.0,0.3846153846153846,0.0192307692307692
4225,5,1,5,1,1,1.0,3,2,2.0,호텔,가족형,2,서울,0.032,0.0,0.0,0.0,0.641025641025641,0.0,0.3205128205128205,0.0064102564102564
4226,19,2,2,1,7,5.0,5,2,3.0,게스트하우스/호스텔,가족형,1,서울,0.282,0.0322580645161291,0.0161290322580645,0.0,0.0,0.4032258064516123,0.2419354838709682,0.0241935483870968
4227,2,2,2,2,4,2.0,4,2,1.0,호텔,친구형,1,서울,0.168,0.0126156433978133,0.0,0.0,0.5466778805719096,0.0,0.2523128679562654,0.0201850294365012
4228,7,2,5,1,1,2.0,3,3,2.0,호텔,직장형,1,서울,0.218,0.0,0.0,0.0,0.3454545454545454,0.0,0.4363636363636363,0.0
4229,15,2,5,2,3,6.0,5,1,4.0,호텔,가족형,1,서울,0.205,0.136986301369863,0.0,0.0,0.0,0.4315068493150686,0.2054794520547944,0.0205479452054794
4230,19,2,2,1,7,10.0,3,2,4.0,민박/펜션,혼자형,2,서울,0.138,0.0138121546961325,0.005524861878453,0.0,0.0,0.552486187845303,0.2762430939226528,0.0138121546961325
4233,7,2,5,1,1,2.0,6,3,2.0,호텔,직장형,1,서울,0.231,0.0,0.0,0.0,0.3653846153846154,0.0,0.3846153846153846,0.0192307692307692
4237,10,2,2,1,6,4.0,2,2,2.0,호텔,가족형,2,서울,0.073,0.0,0.0,0.0,0.6614404703576677,0.0,0.2449779519843218,0.0200881920627143
4240,10,2,3,2,2,2.0,8,3,2.0,호텔,가족형,1,서울,0.107,0.0714285714285714,0.0,0.1071428571428571,0.0,0.3571428571428571,0.3571428571428571,0.0
4247,5,2,2,3,2,10.0,2,4,3.0,호텔,가족형,1,서울,0.03,0.0075187969924812,0.0,0.0,0.0,0.0601503759398497,0.902255639097744,0.0
4248,5,2,5,1,1,3.0,5,2,2.0,호텔,가족형,2,서울,0.0,0.0,0.0,0.0,0.7950819672131145,0.0,0.2049180327868855,0.0
4252,2,2,2,1,6,10.0,4,2,1.0,호텔,친구형,1,서울,0.177,0.0221238938053097,0.0053097345132743,0.0884955752212389,0.4247787610619469,0.0,0.2654867256637168,0.0168141592920353
4254,3,1,4,1,7,2.0,4,4,2.0,호텔,친구형,1,서울,0.181,0.0301204819277108,0.0,0.0,0.0,0.180722891566265,0.6024096385542169,0.0060240963855421
4256,1,2,2,1,6,1.0,5,4,2.0,호텔,혼자형,1,서울,0.033,0.0054387237128353,0.3625815808556928,0.0,0.0,0.0543872371283538,0.5438723712835385,0.001087744742567
4257,1,2,2,1,4,9.0,6,4,1.0,호텔,혼자형,1,서울,0.079,0.0198675496688741,0.6622516556291391,0.0,0.0,0.0993377483443708,0.1324503311258278,0.0066225165562913
4258,1,2,3,4,4,10.0,5,4,3.0,호텔,혼자형,1,서울,0.091,0.0102915951972555,0.0,0.0343053173241852,0.0,0.171526586620926,0.6861063464837052,0.006861063464837
4259,1,2,3,1,5,7.0,2,4,2.0,호텔,친구형,1,서울,0.093,0.0055762081784386,0.0,0.3717472118959106,0.0,0.1486988847583644,0.3717472118959106,0.0092936802973977
4260,1,2,2,1,5,7.0,2,3,2.0,호텔,혼자형,1,서울,0.067,0.0304878048780487,0.0365853658536585,0.6097560975609757,0.0,0.1219512195121951,0.1219512195121951,0.0121951219512195
4261,1,1,2,1,6,5.0,5,2,4.0,게스트하우스/호스텔,혼자형,1,서울,0.198,0.0235626767200754,0.1036757775683316,0.0942507068803016,0.0,0.4712535344015081,0.0942507068803016,0.0150801131008482
4262,2,2,1,1,6,2.0,6,1,2.0,게스트하우스/호스텔,혼자형,1,서울,0.415,0.0566037735849056,0.0,0.0,0.0,0.1509433962264151,0.3773584905660377,0.0
4263,3,1,2,1,5,10.0,6,4,2.0,호텔,단체형,1,서울,0.076,0.0069204152249134,0.13840830449827,0.0,0.0,0.083044982698962,0.6920415224913491,0.0034602076124567
4264,3,2,2,1,6,5.0,6,2,2.0,호텔,직장형,1,서울,0.37,0.037037037037037,0.0555555555555555,0.0,0.0,0.3703703703703704,0.1481481481481481,0.0185185185185185
4265,2,1,2,1,5,1.0,2,2,2.0,호텔,가족형,1,서울,0.159,0.0158730158730158,0.0079365079365079,0.0,0.7142857142857144,0.0,0.0793650793650793,0.0238095238095238
4266,2,1,2,1,1,10.0,4,2,3.0,호텔,친구형,2,서울,0.184,0.176,0.096,0.0,0.0,0.36,0.16,0.024
4268,1,2,4,3,7,1.0,6,2,1.0,호텔,친구형,1,서울,0.283,0.0166666666666666,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0333333333333333
4269,2,2,2,4,6,2.0,1,2,1.0,호텔,가족형,1,서울,0.181,0.0329218106995884,0.0,0.0,0.1152263374485596,0.0,0.6584362139917695,0.0123456790123456
4271,97,1,2,1,1,4.0,3,2,2.0,호텔,친구형,1,서울,0.28,0.0373831775700934,0.02803738317757,0.0,0.0,0.5607476635514019,0.0934579439252336,0.0
4272,2,2,5,4,4,2.0,3,3,1.0,호텔,친구형,1,서울,0.098,0.0097799511002444,0.0,0.0,0.3911980440097796,0.0,0.4889975550122251,0.0122249388753056
4274,2,1,6,1,1,1.0,3,2,2.0,호텔,친구형,2,서울,0.185,0.0602409638554216,0.0160642570281124,0.0,0.7228915662650601,0.0,0.0,0.0160642570281124
4276,4,2,3,1,1,5.0,3,4,2.0,호텔,혼자형,1,서울,0.337,0.0269360269360269,0.0168350168350168,0.0,0.0,0.4713804713804715,0.1346801346801343,0.0134680134680134
4277,4,2,3,1,1,5.0,4,2,3.0,호텔,직장형,1,서울,0.232,0.1324503311258277,0.0198675496688741,0.0,0.0,0.3973509933774831,0.1986754966887418,0.0198675496688741
4278,2,2,2,4,6,10.0,1,2,3.0,게스트하우스/호스텔,친구형,1,서울,0.328,0.0182481751824817,0.0072992700729926,0.021897810218978,0.0,0.2335766423357659,0.3649635036496352,0.0255474452554743
4279,2,2,1,2,7,2.0,4,2,4.0,친척 또는 친구 집,친구형,1,서울,0.287,0.0245901639344262,0.0,0.0327868852459016,0.0,0.0,0.6557377049180327,0.0
4280,2,2,3,4,4,10.0,6,2,2.0,민박/펜션,가족형,2,서울,0.168,0.0109427609427609,0.0084175084175084,0.1683501683501686,0.420875420875421,0.0,0.1262626262626261,0.0968013468013466
4281,2,2,5,4,7,1.0,6,2,2.0,호텔,친구형,1,서울,0.127,0.0178117048346056,0.0,0.0763358778625954,0.5089058524173029,0.0,0.2544529262086514,0.015267175572519
4283,2,1,4,4,3,,6,2,2.0,친척 또는 친구 집,혼자형,1,서울,0.88,0.0316901408450704,0.0,0.0,0.0,0.0,0.0880281690140845,0.0
4285,2,2,2,1,1,2.0,6,2,2.0,호텔,친구형,2,서울,0.19,0.0984126984126984,0.0634920634920635,0.0,0.0,0.126984126984127,0.5079365079365082,0.0126984126984127
4286,2,2,5,4,7,2.0,6,2,2.0,호텔,가족형,1,서울,0.331,0.0257542310522442,0.0,0.0,0.0,0.3311258278145695,0.2943340691685062,0.0176600441501103
4287,2,2,6,4,7,1.0,6,3,1.0,호텔,혼자형,1,서울,0.323,0.032258064516129,0.0,0.0,0.0,0.4193548387096775,0.2258064516129033,0.0
4288,2,1,3,1,4,10.0,4,2,2.0,호텔,친구형,2,인천,0.297,0.0396039603960396,0.297029702970297,0.0,0.0,0.297029702970297,0.0495049504950495,0.0198019801980198
4290,2,2,2,4,2,1.0,6,2,1.0,호텔,가족형,1,서울,0.207,0.0365853658536585,0.0,0.0,0.0,0.3658536585365853,0.3658536585365853,0.024390243902439
4291,2,2,3,2,6,1.0,6,2,2.0,호텔,친구형,1,서울,0.209,0.0125523012552301,0.0,0.0,0.0,0.3347280334728032,0.4184100418410037,0.0251046025104602
4293,1,2,6,1,7,6.0,6,2,1.0,호텔,기타형,1,서울,0.0,0.0,0.0,0.0,0.6053670086819258,0.0,0.3946329913180743,0.0
4294,1,1,6,3,7,4.0,4,2,1.0,호텔,기타형,1,인천,0.0,0.0,0.0,0.0,0.3999999999999999,0.0,0.6,0.0
4299,8,2,2,4,2,2.0,6,2,3.0,호텔,단체형,1,서울,0.18,0.0414414414414413,0.0306306306306306,0.0,0.0,0.1531531531531532,0.5405405405405402,0.054054054054054
4300,8,1,2,2,2,10.0,6,2,3.0,호텔,가족형,1,서울,0.329,0.0296052631578947,0.0164473684210525,0.0,0.0,0.3947368421052628,0.2302631578947371,0.0
4301,8,1,5,4,3,2.0,1,3,3.0,호텔,친구형,1,서울,0.428,0.0,0.0,0.0,0.0,0.382457929627741,0.1784803671596123,0.0107088220295767
4302,6,2,3,2,3,2.0,2,2,2.0,호텔,가족형,1,서울,0.0,0.0909090909090909,0.0,0.0,0.0,0.4545454545454545,0.303030303030303,0.1515151515151515
4304,6,2,3,1,1,2.0,6,2,3.0,친척 또는 친구 집,직장형,1,인천,0.312,0.0625,0.0,0.0,0.0,0.0,0.625,0.0
4307,8,2,4,1,1,3.0,2,2,3.0,호텔,가족형,3,서울,0.193,0.034715525554484,0.0675024108003857,0.0,0.0,0.540019286403086,0.1542912246865954,0.0106075216972034
4308,8,2,2,2,2,4.0,4,2,2.0,호텔,친구형,1,서울,0.323,0.043010752688172,0.1039426523297491,0.0,0.0,0.2867383512544812,0.1792114695340495,0.064516129032258
4312,6,2,4,2,4,2.0,6,2,2.0,모텔/여관,친구형,1,서울,0.278,0.0,0.0,0.0,0.0,0.1666666666666666,0.5555555555555556,0.0
4317,2,2,6,4,8,2.0,4,3,2.0,호텔,친구형,1,서울,0.06,0.0239043824701195,0.0,0.0,0.0,0.1195219123505976,0.7968127490039841,0.0
4322,14,2,2,1,1,1.0,3,2,4.0,호텔,혼자형,3,서울,0.235,0.103852596314908,0.0117252931323283,0.0,0.0,0.4355108877721941,0.2010050251256282,0.0134003350083751
4327,16,1,3,1,1,5.0,5,3,4.0,호텔,기타형,4,서울,0.213,0.0851063829787235,0.0212765957446808,0.0,0.0,0.5106382978723398,0.1702127659574472,0.0
4328,13,2,4,2,7,3.0,2,2,3.0,호텔,복합형(가족+친구),2,서울,0.257,0.1833740831295845,0.0146699266503667,0.0,0.0,0.2933985330073351,0.2444987775061123,0.0073349633251833
4332,16,1,2,1,3,3.0,6,2,3.0,호텔,혼자형,1,서울,0.309,0.0721649484536083,0.0,0.0,0.0,0.3092783505154639,0.3092783505154639,0.0
4333,2,2,2,2,6,10.0,5,2,1.0,호텔,친구형,1,서울,0.0,0.0154035736290819,0.0,0.1232285890326552,0.5422057917436846,0.0,0.3080714725816391,0.011090573012939
4334,1,1,2,3,2,1.0,5,2,2.0,호텔,친구형,1,서울,0.24,0.08,0.0,0.0,0.0,0.32,0.32,0.04
4336,13,2,2,4,6,5.0,3,2,3.0,호텔,혼자형,1,서울,0.25,0.0388888888888888,0.0,0.0,0.0,0.4166666666666667,0.2777777777777778,0.0166666666666666
4337,2,2,3,4,2,2.0,4,2,1.0,호텔,친구형,1,서울,0.196,0.0261780104712042,0.0,0.0,0.0,0.4842931937172773,0.2617801047120423,0.031413612565445
4338,14,1,4,1,1,4.0,6,3,2.0,호텔,가족형,1,서울,0.283,0.0943396226415093,0.0,0.0,0.0,0.2452830188679248,0.3773584905660372,0.0
4339,3,2,3,1,6,4.0,6,4,3.0,콘도미니엄/리조트,친구형,2,서울,0.054,0.006514657980456,0.0,0.0,0.0,0.06514657980456,0.868621064060804,0.00542888165038
4340,19,2,2,2,2,4.0,6,2,3.0,기타,가족형,1,서울,0.312,0.0373831775700934,0.0124610591900311,0.1246105919003117,0.0,0.3115264797507788,0.186915887850467,0.0155763239875389
4343,19,2,2,1,7,4.0,4,2,3.0,기타,혼자형,2,서울,0.267,0.2400000000000001,0.0266666666666666,0.0,0.0,0.2666666666666664,0.1333333333333337,0.0666666666666666
4344,3,2,5,4,6,1.0,6,2,2.0,호텔,가족형,4,서울,0.1,0.0801001251564457,0.0,0.0,0.0,0.3003754693366708,0.5006257822277846,0.0187734668335419
4346,15,2,4,2,5,9.0,6,4,1.0,호텔,가족형,1,서울,0.415,0.1036269430051812,0.0,0.0,0.0,0.2590673575129535,0.2072538860103625,0.0155440414507771
4349,15,1,5,2,2,5.0,5,1,4.0,호텔,가족형,2,서울,0.308,0.1668806161745828,0.0256739409499358,0.0,0.0,0.3594351732991015,0.1283697047496791,0.011553273427471
4351,97,1,2,1,1,1.0,3,2,4.0,호텔,혼자형,1,서울,0.375,0.0409556313993174,0.0136518771331058,0.0,0.0,0.4436860068259386,0.1023890784982935,0.0238907849829351
4352,19,1,2,1,6,1.0,6,4,3.0,민박/펜션,혼자형,1,서울,0.287,0.021505376344086,0.0,0.0,0.0,0.3584229390681001,0.3225806451612903,0.010752688172043
4353,19,2,5,1,3,4.0,6,1,4.0,호텔,가족형,3,부산,0.385,0.1923076923076923,0.0576923076923076,0.0,0.0,0.2884615384615391,0.0192307692307692,0.0576923076923076
4355,97,2,3,3,2,10.0,3,2,4.0,호텔,친구형,2,서울,0.087,0.035486981677917,0.0057859209257473,0.2507232401157185,0.0,0.1350048216007714,0.4821600771456124,0.0040501446480231
4356,19,2,2,1,1,6.0,6,3,3.0,호텔,친구형,1,서울,0.152,0.1212121212121216,0.121212121212121,0.0,0.0,0.4545454545454545,0.121212121212121,0.0303030303030302
4357,3,2,4,4,7,1.0,6,4,2.0,호텔,혼자형,1,서울,0.09,0.009009009009009,0.0,0.3603603603603604,0.0,0.1801801801801802,0.3603603603603604,0.0
4360,97,2,5,1,1,8.0,1,3,3.0,호텔,가족형,2,서울,0.34,0.0283286118980169,0.0169971671388102,0.0,0.0,0.4249291784702548,0.1699716713881023,0.0198300283286118
4363,3,2,6,1,7,4.0,6,2,4.0,호텔,가족형,2,서울,0.304,0.0266159695817491,0.0076045627376426,0.0,0.0,0.6083650190114062,0.0456273764258556,0.0076045627376426
4364,17,2,4,3,2,2.0,2,4,2.0,호텔,혼자형,1,서울,0.082,0.0381231671554252,0.0,0.0,0.0,0.2932551319648099,0.5865102639296181,0.0
4367,97,1,3,1,3,4.0,6,2,4.0,호텔,혼자형,2,제주,0.212,0.1036269430051812,0.0466321243523315,0.0,0.0,0.5181347150259075,0.103626943005181,0.0155440414507771
4368,19,1,2,1,1,4.0,5,2,3.0,민박/펜션,가족형,2,경기,0.165,0.0439560439560438,0.0,0.0,0.0,0.2197802197802204,0.5494505494505489,0.021978021978022
4369,19,2,2,1,7,4.0,5,2,3.0,호텔,직장형,1,서울,0.267,0.0666666666666667,0.0,0.0,0.0,0.4000000000000002,0.2666666666666664,0.0
4370,19,2,2,1,1,4.0,3,1,4.0,호텔,친구형,4,서울,0.463,0.185185185185185,0.0,0.0,0.0,0.1388888888888889,0.1851851851851852,0.0277777777777777
