아이디,연령별,한국 방문횟수(카테고리),문3-2. 고려한 관광인프라_1,여행동반자_그룹,방문 지역 수,여행 패턴,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,문3-1. 고려한 관광활동_1순위,문1-1. 한국여행 관심 계기_1순위
9431,4,1,가성비,가족형,2,서울 단기형,285.0,4.0,특수 목적,가성비 및 접근성
9432,3,1,여행 편의성,가족형,2,서울 단기형,199.875,4.0,도시 소비형,K-컬처형
9434,3,2,여행 편의성,친구형,1,서울 단기형,999.775,4.0,도시 소비형,경험 및 관계
9440,3,1,여행 편의성,가족형,2,서울 단기형,351.0,5.0,특수 목적,K-컬처형
9441,2,2,가성비,친구형,1,서울 단기형,283.733333333333,3.0,도시 소비형,K-컬처형
9442,3,1,여행 편의성,가족형,2,서울 단기형,274.95,4.0,특수 목적,가성비 및 접근성
9443,2,1,가성비,친구형,1,서울 단기형,245.333333333333,3.0,경험형,K-컬처형
9446,6,4,안전 및 퀄리티,가족형,1,서울 단기형,320.0,3.0,도시 소비형,K-컬처형
9453,2,2,여행 편의성,혼자형,1,서울 단기형,468.86,5.0,도시 소비형,가성비 및 접근성
9454,5,1,여행 편의성,가족형,2,서울 심층형,655.025,6.0,경험형,K-컬처형
9455,5,2,여행 편의성,가족형,3,서울 심층형,331.428571428571,7.0,"역사, 전통, 자연",경험 및 관계
9456,2,2,안전 및 퀄리티,가족형,2,서울 심층형,257.142857142857,7.0,특수 목적,경험 및 관계
9457,3,1,여행 편의성,친구형,1,서울 단기형,229.833333333333,3.0,경험형,K-컬처형
9459,5,3,가성비,가족형,1,서울 단기형,466.666666666667,5.0,"역사, 전통, 자연",K-컬처형
9462,4,2,여행 편의성,가족형,1,서울 심층형,190.476190476191,7.0,도시 소비형,경험 및 관계
9465,2,1,여행 편의성,가족형,2,서울 심층형,181.7,9.0,경험형,경험 및 관계
9466,4,1,여행 편의성,친구형,2,서울 심층형,212.5,16.0,경험형,경험 및 관계
9468,4,4,여행 편의성,친구형,1,서울 단기형,232.0,4.0,도시 소비형,경험 및 관계
9471,3,4,가성비,가족형,1,서울 단기형,195.2,4.0,도시 소비형,경험 및 관계
9473,3,1,안전 및 퀄리티,가족형,3,서울 심층형,140.578977272727,11.0,도시 소비형,경험 및 관계
9474,2,2,가성비,친구형,4,서울 심층형,136.311923076923,13.0,"역사, 전통, 자연",가성비 및 접근성
9475,2,2,여행 편의성,기타형,1,서울 단기형,256.0,3.0,도시 소비형,가성비 및 접근성
9478,6,1,여행 편의성,가족형,3,서울 심층형,343.75,8.0,도시 소비형,K-컬처형
9482,3,1,여행 편의성,단체형,3,서울 심층형,164.0,25.0,특수 목적,경험 및 관계
9484,4,1,여행 편의성,가족형,1,서울 심층형,375.0,8.0,"역사, 전통, 자연",경험 및 관계
9485,2,1,여행 편의성,가족형,1,서울 심층형,375.0,8.0,특수 목적,경험 및 관계
9486,3,4,안전 및 퀄리티,단체형,3,서울 심층형,71.5287,23.0,특수 목적,K-컬처형
9488,2,1,안전 및 퀄리티,혼자형,2,서울 단기형,1125.0,4.0,특수 목적,경험 및 관계
9489,3,1,여행 편의성,혼자형,2,서울 심층형,167.175,8.0,도시 소비형,경험 및 관계
9490,2,1,여행 편의성,혼자형,2,수도권/지방형(탐험가형),500.0,3.0,특수 목적,K-컬처형
9491,2,4,여행 편의성,친구형,2,수도권/지방형(탐험가형),267.8,6.0,경험형,경험 및 관계
9493,3,1,여행 편의성,가족형,2,수도권/지방형(탐험가형),162.225,4.0,도시 소비형,경험 및 관계
9494,2,1,가성비,가족형,2,수도권/지방형(탐험가형),309.0,5.0,도시 소비형,경험 및 관계
9495,4,2,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),154.5,4.0,"역사, 전통, 자연",가성비 및 접근성
9497,4,3,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),139.05,4.0,"역사, 전통, 자연",경험 및 관계
9498,5,1,안전 및 퀄리티,가족형,2,수도권/지방형(탐험가형),154.5,4.0,"역사, 전통, 자연",가성비 및 접근성
9499,5,2,안전 및 퀄리티,가족형,2,수도권/지방형(탐험가형),154.5,4.0,"역사, 전통, 자연",K-컬처형
9500,2,1,여행 편의성,친구형,1,수도권/지방형(탐험가형),181.333333333333,3.0,도시 소비형,가성비 및 접근성
9502,4,3,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),320.0,3.0,"역사, 전통, 자연",경험 및 관계
9503,2,3,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),208.0,4.0,도시 소비형,가성비 및 접근성
9512,2,1,여행 편의성,친구형,1,서울 심층형,113.975454545455,11.0,"역사, 전통, 자연",K-컬처형
9515,3,1,여행 편의성,가족형,1,서울 심층형,230.208333333333,6.0,특수 목적,경험 및 관계
9523,2,2,안전 및 퀄리티,가족형,2,서울 심층형,144.56052,25.0,"역사, 전통, 자연",경험 및 관계
9524,4,1,여행 편의성,가족형,2,서울 심층형,375.0,8.0,"역사, 전통, 자연",경험 및 관계
9526,4,1,가성비,복합형(가족+친구),1,수도권/지방형(탐험가형),203.94,5.0,도시 소비형,가성비 및 접근성
9527,2,1,여행 편의성,가족형,2,서울 심층형,173.220666666667,18.0,특수 목적,K-컬처형
9528,2,1,여행 편의성,가족형,2,서울 단기형,297.5,5.0,경험형,경험 및 관계
9529,2,1,여행 편의성,친구형,2,서울 단기형,256.12,5.0,경험형,경험 및 관계
9531,2,1,여행 편의성,가족형,2,서울 심층형,241.475,6.0,도시 소비형,경험 및 관계
9533,5,2,여행 편의성,단체형,1,수도권/지방형(탐험가형),215.5275,4.0,"역사, 전통, 자연",가성비 및 접근성
9536,5,3,여행 편의성,단체형,2,수도권/지방형(탐험가형),198.996,5.0,"역사, 전통, 자연",가성비 및 접근성
9537,3,4,여행 편의성,가족형,1,서울 단기형,144.795,4.0,도시 소비형,K-컬처형
9539,2,1,여행 편의성,친구형,2,서울 심층형,256.517647058824,17.0,"역사, 전통, 자연",경험 및 관계
9541,5,1,가성비,가족형,1,서울 심층형,283.452,10.0,특수 목적,K-컬처형
9542,2,1,여행 편의성,혼자형,1,서울 심층형,132.72875,8.0,도시 소비형,K-컬처형
9543,5,1,여행 편의성,복합형(가족+친구),1,수도권/지방형(탐험가형),216.3,5.0,도시 소비형,가성비 및 접근성
9545,2,1,여행 편의성,가족형,1,서울 심층형,373.141385,6.0,"역사, 전통, 자연",경험 및 관계
9546,5,1,여행 편의성,직장형,2,수도권/지방형(탐험가형),180.456,5.0,특수 목적,가성비 및 접근성
9547,6,3,안전 및 퀄리티,가족형,1,서울 단기형,689.5,5.0,특수 목적,K-컬처형
9548,3,1,여행 편의성,혼자형,1,서울 심층형,300.0,10.0,경험형,경험 및 관계
9549,4,1,안전 및 퀄리티,복합형(가족+친구),2,수도권/지방형(탐험가형),197.76,5.0,"역사, 전통, 자연",경험 및 관계
9550,4,4,여행 편의성,친구형,1,서울 단기형,283.25,3.0,도시 소비형,K-컬처형
9551,3,1,가성비,가족형,1,서울 단기형,169.95,5.0,도시 소비형,가성비 및 접근성
9555,4,1,여행 편의성,단체형,2,수도권/지방형(탐험가형),182.31,5.0,도시 소비형,K-컬처형
9556,2,1,안전 및 퀄리티,단체형,1,서울 단기형,321.36,5.0,도시 소비형,K-컬처형
9558,3,2,안전 및 퀄리티,가족형,1,서울 단기형,349.060056,5.0,도시 소비형,경험 및 관계
9559,5,1,안전 및 퀄리티,가족형,2,서울 단기형,494.4,5.0,경험형,가성비 및 접근성
9560,2,2,여행 편의성,친구형,2,서울 단기형,206.85,5.0,경험형,K-컬처형
9561,4,1,가성비,가족형,1,서울 심층형,425.0,10.0,특수 목적,경험 및 관계
9562,2,1,여행 편의성,친구형,2,서울 심층형,154.5,7.0,"역사, 전통, 자연",경험 및 관계
9563,3,1,여행 편의성,혼자형,1,서울 단기형,489.971595,4.0,"역사, 전통, 자연",경험 및 관계
9564,3,1,안전 및 퀄리티,가족형,1,서울 심층형,356.666666666667,6.0,경험형,경험 및 관계
9565,3,1,안전 및 퀄리티,가족형,5,서울 심층형,308.545454545455,11.0,"역사, 전통, 자연",K-컬처형
9570,5,4,여행 편의성,복합형(가족+친구),1,수도권/지방형(탐험가형),224.0,4.0,도시 소비형,경험 및 관계
9573,5,1,가성비,복합형(가족+친구),2,수도권/지방형(탐험가형),222.48,5.0,"역사, 전통, 자연",가성비 및 접근성
9574,2,1,여행 편의성,친구형,1,서울 단기형,373.333333333333,3.0,특수 목적,K-컬처형
9577,2,1,가성비,친구형,1,서울 단기형,192.853333333333,3.0,도시 소비형,경험 및 관계
9578,2,1,여행 편의성,친구형,1,서울 심층형,269.42477,6.0,"역사, 전통, 자연",경험 및 관계
9584,5,1,여행 편의성,가족형,2,서울 단기형,833.333333333333,5.0,도시 소비형,경험 및 관계
9585,3,1,여행 편의성,친구형,1,서울 심층형,238.429,6.0,"역사, 전통, 자연",경험 및 관계
9588,5,1,여행 편의성,가족형,1,서울 단기형,218.877822,5.0,"역사, 전통, 자연",경험 및 관계
9590,3,4,가성비,혼자형,1,서울 단기형,682.666666666667,3.0,특수 목적,K-컬처형
9591,5,1,여행 편의성,가족형,1,서울 단기형,203.141508,5.0,도시 소비형,경험 및 관계
9593,3,1,안전 및 퀄리티,가족형,1,서울 단기형,321.0,5.0,"역사, 전통, 자연",K-컬처형
9594,2,1,여행 편의성,친구형,1,서울 단기형,192.0,4.0,특수 목적,K-컬처형
9595,3,3,여행 편의성,가족형,1,서울 심층형,212.285714285714,7.0,경험형,K-컬처형
9596,2,1,여행 편의성,가족형,1,서울 단기형,310.434558,5.0,도시 소비형,경험 및 관계
9599,5,4,여행 편의성,가족형,1,서울 심층형,318.428571428571,7.0,도시 소비형,K-컬처형
9600,2,1,안전 및 퀄리티,직장형,2,서울 단기형,837.5,4.0,특수 목적,K-컬처형
9603,3,1,안전 및 퀄리티,친구형,1,서울 심층형,282.538365,6.0,"역사, 전통, 자연",경험 및 관계
9605,2,2,안전 및 퀄리티,혼자형,2,수도권/지방형(탐험가형),165.111111111111,9.0,특수 목적,경험 및 관계
9607,4,1,여행 편의성,가족형,1,서울 심층형,265.848335,6.0,"역사, 전통, 자연",경험 및 관계
9608,3,1,가성비,단체형,3,서울 단기형,349.68,5.0,경험형,경험 및 관계
9609,3,4,가성비,가족형,1,서울 심층형,495.333333333333,6.0,도시 소비형,경험 및 관계
9610,3,1,안전 및 퀄리티,가족형,1,서울 심층형,249.158305,6.0,"역사, 전통, 자연",경험 및 관계
9612,2,1,여행 편의성,친구형,1,서울 심층형,263.634351428571,7.0,"역사, 전통, 자연",경험 및 관계
9613,4,2,여행 편의성,가족형,1,서울 심층형,325.0625,8.0,도시 소비형,가성비 및 접근성
9614,3,1,여행 편의성,가족형,1,서울 단기형,258.933894,5.0,도시 소비형,경험 및 관계
9615,2,1,여행 편의성,복합형(가족+친구),1,서울 심층형,260.568835714286,7.0,도시 소비형,경험 및 관계
9616,4,4,안전 및 퀄리티,가족형,1,서울 심층형,835.875,8.0,특수 목적,가성비 및 접근성
9618,2,4,여행 편의성,가족형,2,수도권/지방형(탐험가형),530.0,5.0,도시 소비형,가성비 및 접근성
9621,2,1,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),192.0,4.0,도시 소비형,K-컬처형
9622,5,2,여행 편의성,단체형,2,수도권/지방형(탐험가형),146.176,5.0,경험형,가성비 및 접근성
9624,2,1,가성비,친구형,1,서울 심층형,422.01933,6.0,"역사, 전통, 자연",경험 및 관계
9626,2,2,가성비,혼자형,1,서울 단기형,652.8,5.0,특수 목적,경험 및 관계
9627,1,4,여행 편의성,가족형,1,서울 단기형,238.429,5.0,도시 소비형,K-컬처형
9629,3,1,가성비,친구형,1,서울 단기형,245.333333333333,3.0,경험형,K-컬처형
9630,5,3,안전 및 퀄리티,복합형(가족+친구),1,수도권/지방형(탐험가형),405.333333333333,3.0,"역사, 전통, 자연",경험 및 관계
9633,1,1,여행 편의성,단체형,3,서울 단기형,234.0,5.0,"역사, 전통, 자연",경험 및 관계
9634,3,1,안전 및 퀄리티,혼자형,1,서울 단기형,364.79637,5.0,"역사, 전통, 자연",경험 및 관계
9637,3,1,여행 편의성,친구형,1,서울 단기형,303.38,5.0,경험형,경험 및 관계
9639,2,1,여행 편의성,친구형,2,수도권/지방형(탐험가형),197.8483842,5.0,특수 목적,경험 및 관계
9640,4,2,안전 및 퀄리티,가족형,4,서울 단기형,95.394,5.0,특수 목적,경험 및 관계
9641,3,2,여행 편의성,단체형,4,서울 심층형,59.3125,6.0,특수 목적,가성비 및 접근성
9642,4,4,가성비,가족형,1,서울 단기형,341.333333333333,3.0,도시 소비형,경험 및 관계
9643,2,1,안전 및 퀄리티,가족형,1,서울 단기형,603.3125,4.0,특수 목적,K-컬처형
9644,2,1,여행 편의성,가족형,4,서울 심층형,97.5,6.0,특수 목적,K-컬처형
9645,4,1,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),200.28036,5.0,도시 소비형,경험 및 관계
9646,3,2,여행 편의성,혼자형,1,서울 단기형,528.0,4.0,경험형,가성비 및 접근성
9647,2,1,여행 편의성,혼자형,1,서울 단기형,306.8275,4.0,도시 소비형,K-컬처형
9648,3,1,여행 편의성,가족형,1,서울 단기형,390.546702,5.0,"역사, 전통, 자연",경험 및 관계
9650,2,1,여행 편의성,친구형,2,서울 심층형,231.818181818182,11.0,특수 목적,경험 및 관계
9651,3,2,안전 및 퀄리티,복합형(가족+친구),2,서울 심층형,183.866666666667,6.0,경험형,K-컬처형
9652,2,1,여행 편의성,친구형,3,서울 심층형,500.0,11.0,도시 소비형,경험 및 관계
9654,5,2,여행 편의성,가족형,1,서울 단기형,256.0,3.0,특수 목적,K-컬처형
9655,4,1,가성비,단체형,2,서울 단기형,288.6,5.0,경험형,K-컬처형
9657,4,1,여행 편의성,가족형,1,서울 심층형,365.988515,6.0,"역사, 전통, 자연",경험 및 관계
9658,2,1,안전 및 퀄리티,기타형,1,서울 심층형,137.15,6.0,경험형,경험 및 관계
9661,1,2,여행 편의성,단체형,2,서울 단기형,210.678,5.0,경험형,가성비 및 접근성
9662,2,2,여행 편의성,복합형(가족+친구),2,서울 심층형,92.5925925925926,9.0,"역사, 전통, 자연",경험 및 관계
9664,2,1,여행 편의성,가족형,1,서울 심층형,149.5,6.0,특수 목적,K-컬처형
9665,3,1,여행 편의성,친구형,1,서울 단기형,390.0,5.0,"역사, 전통, 자연",K-컬처형
9670,3,2,여행 편의성,복합형(가족+친구),2,수도권/지방형(탐험가형),171.66888,5.0,"역사, 전통, 자연",경험 및 관계
9675,2,1,여행 편의성,친구형,2,서울 심층형,178.82175,8.0,도시 소비형,K-컬처형
9677,2,1,여행 편의성,단체형,1,서울 단기형,610.0,5.0,도시 소비형,경험 및 관계
9680,2,3,안전 및 퀄리티,친구형,1,서울 단기형,248.533333333333,3.0,특수 목적,K-컬처형
9681,2,1,여행 편의성,가족형,2,서울 심층형,194.117647058824,17.0,도시 소비형,K-컬처형
9682,2,3,가성비,친구형,1,서울 단기형,242.56,2.0,도시 소비형,K-컬처형
9683,3,1,여행 편의성,가족형,2,서울 심층형,244.444444444444,15.0,"역사, 전통, 자연",경험 및 관계
9684,2,2,가성비,친구형,1,서울 단기형,260.266666666667,3.0,도시 소비형,K-컬처형
9686,4,1,가성비,가족형,1,서울 단기형,277.333333333333,3.0,도시 소비형,K-컬처형
9688,2,2,여행 편의성,가족형,1,서울 단기형,320.0,3.0,특수 목적,K-컬처형
9690,3,1,가성비,친구형,2,서울 심층형,413.333333333333,15.0,도시 소비형,경험 및 관계
9694,3,1,여행 편의성,혼자형,1,서울 심층형,406.25,8.0,"역사, 전통, 자연",가성비 및 접근성
9696,3,1,여행 편의성,가족형,1,수도권/지방형(탐험가형),228.89184,5.0,"역사, 전통, 자연",K-컬처형
9702,5,1,여행 편의성,친구형,2,수도권/지방형(탐험가형),286.1148,4.0,"역사, 전통, 자연",가성비 및 접근성
9705,2,1,여행 편의성,친구형,3,서울 심층형,363.4,6.0,"역사, 전통, 자연",K-컬처형
9706,5,2,여행 편의성,단체형,2,수도권/지방형(탐험가형),134.862,5.0,경험형,가성비 및 접근성
9707,1,1,가성비,직장형,1,수도권/지방형(탐험가형),206.115,4.0,도시 소비형,경험 및 관계
9708,6,2,가성비,직장형,2,수도권/지방형(탐험가형),179.1793935,4.0,"역사, 전통, 자연",경험 및 관계
9712,3,1,안전 및 퀄리티,복합형(가족+친구),1,수도권/지방형(탐험가형),216.3,5.0,"역사, 전통, 자연",가성비 및 접근성
9713,2,1,여행 편의성,단체형,1,수도권/지방형(탐험가형),198.4921425,4.0,경험형,경험 및 관계
9714,6,4,가성비,친구형,1,서울 단기형,208.0,2.0,도시 소비형,경험 및 관계
9717,4,2,가성비,단체형,2,수도권/지방형(탐험가형),215.5275,4.0,"역사, 전통, 자연",가성비 및 접근성
9718,2,1,안전 및 퀄리티,혼자형,1,서울 단기형,275.0,4.0,"역사, 전통, 자연",경험 및 관계
9720,2,1,안전 및 퀄리티,친구형,1,서울 단기형,213.333333333333,3.0,도시 소비형,K-컬처형
9729,5,1,여행 편의성,가족형,2,서울 심층형,208.333333333333,15.0,특수 목적,경험 및 관계
9730,3,1,안전 및 퀄리티,가족형,1,서울 심층형,350.0,10.0,도시 소비형,K-컬처형
9731,2,3,가성비,혼자형,1,서울 단기형,550.4,1.0,특수 목적,경험 및 관계
9733,4,4,여행 편의성,친구형,1,서울 단기형,426.666666666667,3.0,특수 목적,K-컬처형
9736,3,1,가성비,가족형,1,서울 단기형,248.0,4.0,도시 소비형,경험 및 관계
9737,3,2,여행 편의성,직장형,1,수도권/지방형(탐험가형),232.5225,4.0,도시 소비형,가성비 및 접근성
9738,5,1,안전 및 퀄리티,복합형(가족+친구),2,수도권/지방형(탐험가형),203.94,5.0,"역사, 전통, 자연",경험 및 관계
